ID,Facility Number,Facility Name,Latitude,Longitude,Common Name,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Date Opened,Official Phone Number,MTUHA,CTC_ID,msd_id,PostalAddress,OfficialEmail,Website
12574,107937-5,TUMBAKOSE,-5.41217,35.697426,TUMBAKOSE,Dodoma Region,Chemba District,Chemba DC,Gwandi,Tumbakose,Dispensary,Operating,LGA Public,,,,,,P.O BOX 830,,
1529,114234-8,AFYA CHECK,,,,Dodoma Region,Dodoma District,Dodoma MC,Chamwino,Nduka,Level IA2 (Dispensary Laboratory),Operating,For Profit Private Waziri Omari Mtutui,4/22/20,762525421,,,,P.O.BOX259 Dodoma,bwmtutui2014@gmail.com,
1557,100046-2,AGA KHAN,-6.180008,35.746365,Aga Khan,Dodoma Region,Dodoma District,Dodoma MC,Madukani,Jamali,PolyClinic,Operating,Faith Based Organization (FBO) Private,1/7/60,262321789,,,,270,,
13384,120372-8,ALPHA,,,ALPHA,Dodoma Region,Dodoma District,Dodoma MC,Mpunguzi,Mpunguzi,PolyClinic,Operating,For Profit Private ALPHA CO LTD,1/18/20,,,,,,chibagoarphaxad331@gmail.com,
1726,114233-0,ALPHA,,,,Dodoma Region,Dodoma District,Dodoma MC,Mtumba,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,657357657,,,,,,
13195,120615-0,ALUTA CLINICA,,,ALUTA CLINICA,Dodoma Region,Dodoma District,Dodoma MC,Kiwanja cha Ndege,K'nja cha ndege,Specialized Polyclinic,Operating,Company/Business Name Private HEALTH MEDIA TANZANIA LIMITED,10/14/21,739060809,,,,P.O.BOX 17057,wrutahoile@gmail.com,
1747,100108-0,AMANI,-6.160399,35.760658,Amani,Dodoma Region,Dodoma District,Dodoma MC,Makole,Chimuli,Health Center,Operating,For Profit Private,12/4/11,,,,,1249,,
1802,112221-7,AMANI MEDICS,-6.15357,35.73833,,Dodoma Region,Dodoma District,Dodoma MC,Chang'ombe,Chang'ombe Juu,Dispensary,Operating,For Profit Private HAMOUD NDENGE,1/18/18,,,,,1406 Dodoma,,
16161,121335-4,APOLLO,,,APOLLO,Dodoma Region,Dodoma District,Dodoma MC,Madukani,Mmasi,PolyClinic,Operating,Company/Business Name Private OMBENI MBWAMBO,6/17/22,735808181,,,,P.O.BOX 1741 DODOMA,apollododoma@gmail.com,
14799,121188-7,AREA A,,,AREA A,Dodoma Region,Dodoma District,Dodoma MC,Kiwanja cha Ndege,K'nja cha ndege,Level IA2 (Dispensary Laboratory),Operating,For Profit Private ANDREA KIDIMWA,4/2/22,678034681,,,,P.O BOX 1636,akidimwa581@gmail.com,
2053,112851-1,ASANTE OPTICAL CENTRE,-6.17814,35.74485,Asante,Dodoma Region,Dodoma District,Dodoma MC,Madukani,Sululu,Optometry Clinic,Operating,For Profit Private,5/7/18,715801444,,,,4010 Dodoma,mlokozijohn1986@gmail.com,
2065,115210-7,AVENUES,,,Avenue,Dodoma Region,Dodoma District,Dodoma MC,Viwandani,Tofiki,Medical Clinic,Operating,For Profit Private Dr. Sebastien S. Kinabo,6/1/15,652590021,,,,Dodoma,skinabo@amc-clinic.co.tz,www.amc-clinic.co.tz
2111,114230-6,BABEL,,,,Dodoma Region,Dodoma District,Dodoma MC,Nzuguni,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,685916381,,,,,,
2272,112771-1,BARAKA,-6.17782,35.74774,Baraka,Dodoma Region,Dodoma District,Dodoma MC,Viwandani,Tofiki,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,754661698,,,,11025 Dodoma,,
2348,111841-3,BENJAMINI MKAPA,-6.23047,35.84784,BMH,Dodoma Region,Dodoma District,Dodoma MC,Ng'hong'honha,Ng'hong'honha,Zonal Referral Hospital,Operating,MoHCDGEC Public MOHCDGEC,1/1/70,262963712,,,DM310003,11088,mkurugenzibmh@gmail.com,
2397,100363-1,BIHAWANA,-6.272681,35.639873,Bihawana,Dodoma Region,Dodoma District,Dodoma MC,Mbabala,Mbabala 'A',Dispensary,Operating,Faith Based Organization (FBO) Private,1/7/87,,,,,1249,,
2451,115290-9,BLESSED,,,,Dodoma Region,Dodoma District,Dodoma MC,Chang'ombe,Chang'ombe Juu,PolyClinic,Operating,For Profit Private,1/7/20,,,,,,,
3065,113882-5,BUNGE,,,Bunge,Dodoma Region,Dodoma District,Dodoma MC,Tambukareli,Reli,Health Center,Operating,Parastatal Public,,,,,DM510046,"941, DODOMA",,
15163,121002-0,CAPITAL,,,capital polyclinic,Dodoma Region,Dodoma District,Dodoma MC,Dodoma Makulu,Dodoma Makulu,PolyClinic,Operating,Company/Business Name Private BIGONE INVESTMENTS CO. LIMITED,3/1/22,765205802,,,,P.O.BOX 914 DODOMA,capitalpolyclinic1@gmail.com,
1863,112779-4,CENTRAL,,,,Dodoma Region,Dodoma District,Dodoma MC,Majengo,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
1865,100683-2,CENTRAL UHURU,-6.175822,35.742466,Centra Uhuru dispensary,Dodoma Region,Dodoma District,Dodoma MC,Uhuru,Mji mpya,Dispensary,Operating,For Profit Private DR MARTIN MASIMBA,8/3/95,,,,,Box 3297,,
1903,100696-4,CHAHWA,-6.065831,35.984322,chahwa,Dodoma Region,Dodoma District,Dodoma MC,Chahwa,Chahwa,Dispensary,Operating,LGA Public,1/1/70,,,,,1249,,
2011,100725-1,CHAMWINO DTC,-6.16059,35.7385,Chamwino,Dodoma Region,Dodoma District,Dodoma MC,Chamwino,Maili mbili,Dispensary,Operating,LGA Public,5/10/74,,,,,1249,,
2033,115300-6,CHANG'OMBE EXTENSION,,,,Dodoma Region,Dodoma District,Dodoma MC,Chang'ombe,Chang'ombe Juu,Dispensary,Operating,For Profit Private SHEDRACK MAGAMBO,1/7/20,,,,,,,
2103,113693-6,CHARITY VISION EYE,-6.18754,35.74402,CVT,Dodoma Region,Dodoma District,Dodoma MC,Chahwa,Mahoma makulu,Hospital at District Level,Operating,For Profit Private CHARITY VISION INTERNATIONAL,1/6/18,,,,,BOX 2399 Dodoma,eyecare@cvthospital.com,
2222,100789-7,CHIGONGWE,-6.06361,35.5506,,Dodoma Region,Dodoma District,Dodoma MC,Chigongwe,Chigongwe,Dispensary,Operating,LGA Public Dodoma MC,,,,,,,,
2230,100793-9,CHIHANGA,-5.91667,35.8333,Chihanga,Dodoma Region,Dodoma District,Dodoma MC,Chihanga,Chihanga,Dispensary,Operating,LGA Public,,,,,,1249,,
2446,100875-4,CHOLOLO,-6.243144,36.000833,chololo,Dodoma Region,Dodoma District,Dodoma MC,Kikombo,Chilolo,Dispensary,Operating,LGA Public Public,7/1/11,255766965921,,1008754,1008754,1249,marianadavid@gmail.com,
2522,112767-9,CITY,-6.17736,35.74246,City,Dodoma Region,Dodoma District,Dodoma MC,Uhuru,Kipande,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,1/7/07,784768920,,,,1436,,
2586,112776-0,CONSOLATA,-6.13497,35.75192,,Dodoma Region,Dodoma District,Dodoma MC,Miyuji,Miyuji Proper,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,1/1/70,757011816,,,,2529 Dodoma,,
13388,120374-4,CONSOLATA DISPENSARY,,,CONSOLATA,Dodoma Region,Dodoma District,Dodoma MC,Miyuji,Miyuji Proper,Dispensary,Operating,For Profit Private DR. JOSEPH KOMBA,2/8/20,0757 011 816,,,,,jomoses197900@gmail.com,
2672,100960-4,DCMC,-6.21418,35.756546,DCMC,Dodoma Region,Dodoma District,Dodoma MC,Ntyuka,Ntyuka,Hospital at Zonal Level,Operating,Company/Business Name Private DCMC TRUST,1/1/03,769999912,,,,Box 658,info@dcmct.or.tz,www.dcmct.or.tz
13380,120370-2,DECCA,,,DECCA POLYCLINIC,Dodoma Region,Dodoma District,Dodoma MC,Madukani,Jamali,PolyClinic,Operating,For Profit Private DECCA CO LTD,3/1/19,0715 777 23_,,,,,,
13570,121140-8,DELTA HEALTH,,,DELTA HEALTH LABORATORY,Dodoma Region,Dodoma District,Dodoma MC,Ipagala,Ipagala,Level IA2 (Dispensary Laboratory),Operating,Company/Business Name Private IBENZI NJILE,4/24/22,0755 042 422,,,,P.O. Box 2173 IPAGALA,deltapolyclinic2016@gmail.com,
2678,112219-1,DELTA POLY,-6.16173,35.77188,,Dodoma Region,Dodoma District,Dodoma MC,Ipagala,Ipagala,Medical Clinic,Operating,For Profit Private IBENZI DELTA CO LTD,2/26/16,627353535,,,,2173 Dodoma,deltapolyclinic2016@gmail.com,
2745,100987-7,DN,-6.164957,35.760696,DN,Dodoma Region,Dodoma District,Dodoma MC,Makole,Chadulu B,Dispensary,Operating,For Profit Private,6/9/97,,,,,581,,
2752,100991-9,DODOMA,-6.17964,35.7436,General hospital,Dodoma Region,Dodoma District,Dodoma MC,Madukani,Mmasi,Regional Referral Hospital,Operating,MoHCDGEC Public PS - MOHCDGEC,,,,,,,,
14352,120979-0,DODOMA CHRISTIAN MEDICAL CENTER,,,DCMC,Dodoma Region,Dodoma District,Dodoma MC,Ntyuka,Ntyuka,Dialysis Clinic,Operating,For Profit Private Dodoma Christian Medical Center Trust,2/10/22,769999912,,,,P. O BOX 658,info@dcmc.or.tz,www.dcmct.or.tz/
18651,121434-5,El Roi,,,El Roi,Dodoma Region,Dodoma District,Dodoma MC,Dodoma Makulu,Dodoma Makulu,Level IA2 (Dispensary Laboratory),Operating,For Profit Private Winfrida M Kidesheni,4/23/21,759510309,,,,P.O.BOX 1249,janethpeter49@gmail.com,
2966,101070-1,ELINA,-6.15372,35.7235,,Dodoma Region,Dodoma District,Dodoma MC,Kizota,Salama,Maternity Home,Operating,For Profit Private,,,,,,,,
17450,121281-0,FACE,,,Face specialized Dental Clinic,Dodoma Region,Dodoma District,Dodoma MC,Madukani,Jamali,Specialised Dental Clinic,Operating,For Profit Private Mafele Jumanne Ihoyelo,6/4/22,656919109,,,,P.O Box 25411,facedental.dom@gmail.com,
14158,121006-1,FARAJA,,,Faraja,Dodoma Region,Dodoma District,Dodoma MC,Nzuguni,Nzuguni,Dispensary,Operating,For Profit Private Leonidas Nestory Mukalagani,4/3/22,754670902,,,,p.o.b0x 912,lmukalagani@gmail.com,
3194,112794-3,FARIJI,,,,Dodoma Region,Dodoma District,Dodoma MC,Mkonze,Michese,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
3222,112220-9,FIBEKO,-6.22822,35.76091,FIBEKO,Dodoma Region,Dodoma District,Dodoma MC,Ntyuka,Ntyuka,Dispensary,Operating,For Profit Private JULIUS W NYAHONGO,1/1/18,754886247,,,,11047,fibekodispensary@gmail.com,
3297,112775-2,FURAHA,,,,Dodoma Region,Dodoma District,Dodoma MC,Mnadani,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
3309,112791-9,FUTURE,,,,Dodoma Region,Dodoma District,Dodoma MC,Msalato,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
3360,101188-1,GAWAYE,-5.89404,35.87894,Gawaye,Dodoma Region,Dodoma District,Dodoma MC,Chihanga,Gawaye,Dispensary,Operating,LGA Public,1/6/11,,,,,1249,,
3362,114238-9,GDN,,,,Dodoma Region,Dodoma District,Dodoma MC,Kilimani,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,767400688,,,,,,
3542,112790-1,GPAS,-6.11824,35.77582,GPAS,Dodoma Region,Dodoma District,Dodoma MC,Miyuji,Mpamaa,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,754362713,,,,1246 Dodoma,gkiula@yahoo.com,
3726,101381-2,HOMBOLO,-5.93997,35.97276,Hombolo,Dodoma Region,Dodoma District,Dodoma MC,Hombolo,Hombolo bwawani,Health Center,Operating,LGA Public,1/1/70,,,,,1249,,
3728,101382-0,HOMBOLO LEPROSY,-5.94233,35.95239,Nunge,Dodoma Region,Dodoma District,Dodoma MC,Hombolo,Zepisa,Dispensary,Operating,Faith Based Organization (FBO) Private,1/1/70,,,,,P. O. Box 301,,
3731,101383-8,HOMBOLO MAKULU,-5.8918,35.95449,Hombolo Makulu,Dodoma Region,Dodoma District,Dodoma MC,Hombolo,Hombolo Makulu,Dispensary,Operating,LGA Public,1/5/57,,,,,1249,,
15775,121192-9,HUDUMA,,,HUDUMA PolyClinic,Dodoma Region,Dodoma District,Dodoma MC,Madukani,Kamili,PolyClinic,Operating,Company/Business Name Private EMACO MEDICAL CORPORATION LIMITED,4/4/22,713540079,,,,P.O.BOX 1564 DODOMA,hudumaspealizedpolyclinic@gmail.com,
4468,101624-5,IHUMWA,-6.16667,35.8833,Ihumwa Government,Dodoma Region,Dodoma District,Dodoma MC,Mtumba,Ihumwa,Dispensary,Operating,LGA Public,,,,,,1249,,
4470,101625-2,IHUMWA JWTZ,-6.148073,35.878834,Ihumwa JWTZ,Dodoma Region,Dodoma District,Dodoma MC,Mtumba,Ihumwa,Dispensary,Operating,Parastatal Public,,,,,,1249,,
4915,115267-7,IMANI,,,,Dodoma Region,Dodoma District,Dodoma MC,Kikuyu Kaskazini,Kikuyu-Kaskazini,Dispensary,Operating,For Profit Private DR STEVEN NGOILE,8/11/19,,,,,,,
4969,101819-1,IPALA,-6.01667,35.9333,Ipala,Dodoma Region,Dodoma District,Dodoma MC,Ipala,Ipala,Dispensary,Operating,LGA Public,,,,,,1249,,
5052,111126-9,IRDP,-6.122704,35.745145,Chuo cha Mipango Dodoma,Dodoma Region,Dodoma District,Dodoma MC,Miyuji,Miyuji Proper,Dispensary,Operating,Parastatal Public,1/7/15,,,,,BOX 138 Dodoma,,
5141,101881-1,ISANGA PRISON,Not Set,Not Set,,Dodoma Region,Dodoma District,Dodoma MC,Hazina,Hazina,Dispensary,Operating,Prisons Public,,,,,,,,
3842,112175-5,IYUMBU,-6.19465,35.85034,Iyumbu,Dodoma Region,Dodoma District,Dodoma MC,Iyumbu,Iyumbu,Dispensary,Operating,LGA Public,5/3/18,,,,,1249,,
3898,112216-7,J.M SOLOMON,-6.1522,35.72225,,Dodoma Region,Dodoma District,Dodoma MC,Kizota,Salama,Dispensary,Operating,For Profit Private DR. NOEL SOLOMON,11/5/17,764179302,,,,941,info.jmsdispensary@co.tz,
14828,121348-7,JAJOT,,,Jajot,Dodoma Region,Dodoma District,Dodoma MC,Dodoma Makulu,Dodoma Makulu,PolyClinic,Operating,Company/Business Name Private JAJOT POLYCLINIC LIMITED,6/24/22,715088199,,,,P.O BOX,jajotpolyclinic@gmail.com,
13387,120373-6,JAMBO,,,JAMBO,Dodoma Region,Dodoma District,Dodoma MC,Chang'ombe,Chang'ombe Juu,PolyClinic,Operating,For Profit Private DR. MARTIN SINDANI,10/9/20,0765 777 912,,,,,martin.sindani@gmail.com,
13393,120375-1,JANETH CARES FOR YOU,,,JANETH,Dodoma Region,Dodoma District,Dodoma MC,Mpunguzi,Mpunguzi,Dispensary,Operating,For Profit Private JANETH CARES FOR YOU CO LTD,9/7/20,,,,,,silauleah@gmail.com,
3950,112859-4,JDSM EYE & VISION CARE,-6.17818,35.74823,JDSM,Dodoma Region,Dodoma District,Dodoma MC,Viwandani,Tofiki,Optometry Clinic,Operating,For Profit Private,1/1/70,714976060,,,,1406 Dodoma,shudahama2006@yahoo.com,
14332,121135-8,JEHOVAH SHALOM,,,JEHOVAH SHALOM,Dodoma Region,Dodoma District,Dodoma MC,Mtumba,Ihumwa,Level IA2 (Dispensary Laboratory),Operating,For Profit Private PETER OBED MAGAWA,3/28/22,744868748,,,,P.O.Box 15,petermagawa80@gmail.com,
3954,112215-9,JEHOVARAPHA CROSBY,-6.12818,35.74606,,Dodoma Region,Dodoma District,Dodoma MC,Miyuji,Miyuji Proper,Dispensary,Operating,Faith Based Organization (FBO) Private cbc,1/1/70,734101121,,,,BOX 70 DODOMA,jehovarapha56@gmail.com,
14397,121122-6,JERUSALEM MEDICAL LABORATORY,,,JERUSALEM MEDICAL LABORATORY,Dodoma Region,Dodoma District,Dodoma MC,Mkonze,Mkonze,Level IA2 (Dispensary Laboratory),Operating,Company/Business Name Private AMBROSE GEORGE,3/28/22,742118647,,,,P.O BOX 393,ambrosegeorge1@gmail.com,
5099,112772-9,KEA CLINIC,-6.15091,35.73873,Kea clinic,Dodoma Region,Dodoma District,Dodoma MC,Chang'ombe,Chilewa,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,653140585,,,,,,
5460,102672-3,KIDYALA DENTAL,-6.18095,35.7482,Kidyalla,Dodoma Region,Dodoma District,Dodoma MC,Viwandani,Tofiki,Medical Clinic,Operating,For Profit Private DR. LEX KIDYALA,6/30/94,,,,,45 Dodoma,,
5690,102786-1,KIKOMBO,-6.21667,35.9833,kikombo,Dodoma Region,Dodoma District,Dodoma MC,Kikombo,Kikombo,Health Center,Operating,LGA Public,,,,,,1249,,
5775,102802-6,KIKUYU,-6.193142,35.728502,Kikuyu,Dodoma Region,Dodoma District,Dodoma MC,Kikuyu Kusini,Kikuyu-Kusini,Dispensary,Operating,LGA Public,,,,,,1249,,
7686,100852-3,KITELELA,-6.05088,35.8237,,Dodoma Region,Dodoma District,Dodoma MC,Nzuguni,Kitelela,Dispensary,Operating,LGA Public Dodoma MC,,,,,,,,
8426,115091-1,KOREA ORIENTAL,,,,Dodoma Region,Dodoma District,Dodoma MC,Majengo,Fatina,Dispensary,Operating,Investor(For Foreigners) Private DR RI MYONG CHOL,6/6/17,,,,,,,
9159,112781-0,LANCET,-6.17682,35.74952,LANCET DODOMA,Dodoma Region,Dodoma District,Dodoma MC,Viwandani,Tofiki,Level IA2 (Dispensary Laboratory),Operating,Company/Business Name Private LANCET LABORATORIES LIMITED,9/7/15,255752824073,,,,105894 DSM,info@lancet.co.tz,www.lancet.co.tz
6133,103629-2,LUGALA,-6.044741,35.623738,Lugala,Dodoma Region,Dodoma District,Dodoma MC,Mbalawala,Lugala,Dispensary,Operating,LGA Public,,,,,,BOX 1249 Dodoma,,
6330,112785-1,LUHEMBE,-6.146,35.74652,Luhembe,Dodoma Region,Dodoma District,Dodoma MC,Mnadani,Karume,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,1/7/15,754303261,,,,1454,,
7209,103838-9,MACKAY HOUSE,-6.18147,35.7454,,Dodoma Region,Dodoma District,Dodoma MC,Madukani,Mmasi,Dispensary,Operating,Faith Based Organization (FBO) Private,1/9/87,,,,,,,
7210,112768-7,MACKEY,,,,Dodoma Region,Dodoma District,Dodoma MC,Madukani,,Level III Single purpose Health Laboratory,Operating,For Profit Private,,,,,,,,
8073,112789-3,MAHELENGA,-6.14511,35.89505,Mahelenga,Dodoma Region,Dodoma District,Dodoma MC,Mtumba,Ihumwa,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
13382,120371-0,MAHELENGA,,,MAHELENGA,Dodoma Region,Dodoma District,Dodoma MC,Mtumba,Ihumwa,Dispensary,Operating,For Profit Private DR. SAMWEL MAHENE,6/20/20,0757 087 163,,,,,,
8148,104028-6,MAHOMA MAKULU,-6.08243,35.91001,Mahoma makulu,Dodoma Region,Dodoma District,Dodoma MC,Chahwa,Mahoma makulu,Dispensary,Operating,LGA Public,,,,,,1249,,
8154,104029-4,MAHOMANYIKA,-6.017643,35.943215,Mahomanyika,Dodoma Region,Dodoma District,Dodoma MC,Nzuguni,Mahomanyika,Dispensary,Operating,LGA Public,,,,,D33087,1249,,
8297,112784-4,MAJENGO,,,,Dodoma Region,Dodoma District,Dodoma MC,Majengo,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
14591,120499-9,MAKAO YA WATOTO,-6.19025,35.95111,Makao ya watoto,Dodoma Region,Dodoma District,Dodoma MC,Kikombo,Kikombo,Dispensary,Operating,LGA Public Tanzania,8/10/21,743896069,,,,P.O.Box 1249,odetha@gmail.com,
8686,104115-1,MAKOLE,-6.179808,35.751918,Makole,Dodoma Region,Dodoma District,Dodoma MC,Viwandani,Tofiki,Health Center,Operating,LGA Public,,,,,,BOX,,
8677,104113-6,MAKOLE,-6.17436,35.759,,Dodoma Region,Dodoma District,Dodoma MC,Makole,Makole,Dispensary,Operating,LGA Public,,,,,,,,
8853,104150-8,MAKUTUPORA JKT,-5.99385,35.752574,Makutupora,Dodoma Region,Dodoma District,Dodoma MC,Makutupora,Weyula,Health Center,Operating,Parastatal Public,,,,,,1249,,
5729,104300-9,MAPINDUZI,-6.24826,35.9167,Mapinduzi,Dodoma Region,Dodoma District,Dodoma MC,Ng'hong'honha,Mapinduzi,Dispensary,Operating,LGA Public,,,,,,1249,,
6008,101804-3,MARY IMMACULATA MIYUJI,-6.11552,35.7503,Miyuji Immaculate,Dodoma Region,Dodoma District,Dodoma MC,Miyuji,Miyuji Proper,Dispensary,Operating,Faith Based Organization (FBO) Private,6/9/97,,,,,,,
15325,121069-9,MASELLE,,,MASELLE,Dodoma Region,Dodoma District,Dodoma MC,Nzuguni,Nzuguni,Level IA2 (Dispensary Laboratory),Operating,For Profit Private BEATRICE MASELLE,3/29/22,759888316,,,,P.O.Box 1560,VIZAMU3@GMAIL.COM,
6639,104483-3,MATOVOLWA,,,,Dodoma Region,Dodoma District,Dodoma MC,Kizota,Kisabuje,Health Center,Operating,For Profit Private DECCA CO. LTD,10/21/20,,,,,,,
6673,104489-0,MATUMBULU,-6.31667,35.75,,Dodoma Region,Dodoma District,Dodoma MC,Mpunguzi,Matumbulu,Dispensary,Operating,LGA Public,,,,,,,,
6951,104540-0,MBABALA A,-6.286447,35.622649,Mbabala A,Dodoma Region,Dodoma District,Dodoma MC,Mbabala,Mbabala 'A',Dispensary,Operating,LGA Public,,,,,,1249,,
6956,104541-8,MBABALA B,-6.30788,35.58338,Mbabala 'B',Dodoma Region,Dodoma District,Dodoma MC,Mbabala,Mbabala 'B',Dispensary,Operating,LGA Public Dodoma MC,3/2/12,,,,,1249,,
7024,104557-4,MBALAWALA,-5.998873,35.623216,Mbalawala,Dodoma Region,Dodoma District,Dodoma MC,Mbalawala,Mbalawala,Dispensary,Operating,LGA Public,,,,,,1249,,
13443,120390-0,MBIJIWE DIAGNOSTIC CENTRE,,,MBIJIWE,Dodoma Region,Dodoma District,Dodoma MC,Hazina,Mlezi,Diagnostic Centre,Operating,Company/Business Name Private DR JANETH MASESA,2/8/19,0769 150 08_,,,,,,
7916,115271-9,MEDICARE,,,,Dodoma Region,Dodoma District,Dodoma MC,Viwandani,Samora,Medical Clinic,Operating,For Profit Private DODOMA MEDICARE SPC MEDICAL CO LTD,12/11/19,,,,,,,
8007,115273-5,MERCY,,,,Dodoma Region,Dodoma District,Dodoma MC,Ipagala,Ipagala,PolyClinic,Operating,For Profit Private MISSANA LUCAS YANGO,1/1/70,,,,,,,
8342,115288-3,MHANDO,,,,Dodoma Region,Dodoma District,Dodoma MC,Dodoma Makulu,Dodoma Makulu,Dispensary,Operating,For Profit Private SEIF MHANDO,1/7/20,,,,,,,
8457,104819-8,MICHESE,-6.20799,35.67606,Michese,Dodoma Region,Dodoma District,Dodoma MC,Mkonze,Michese,Dispensary,Operating,LGA Public,9/2/09,,,,,1249,,
8966,112395-9,MINERAL RESOURCES INSTITUTE,,,,Dodoma Region,Dodoma District,Dodoma MC,Mnadani,Mbwanga,Dispensary,Operating,Parastatal Public,1/1/70,,,,,1696 Dodoma,,
9039,104962-6,MIREMBE MENTAL HEALTH (MMHH),-6.18005,35.7288,Mirembe,Dodoma Region,Dodoma District,Dodoma MC,Hazina,Itega,National Super Specialized Hospital,Operating,MoHCDGEC Public,1/7/10,262394570,,01-03-0200,,P.o. box 910 Dodoma,,
5875,110791-1,MKONZE,-6.22999,35.7058,Mkonze,Dodoma Region,Dodoma District,Dodoma MC,Mkonze,Mkonze,Health Center,Operating,LGA Public,,,,,,,,
5907,105119-2,MKOYO,-5.92968,36.0425,,Dodoma Region,Dodoma District,Dodoma MC,Hombolo,Mkoyo,Dispensary,Operating,LGA Public Dodoma MC,,,,,,,,
6830,112778-6,MOTTO,-6.18751,35.7404,Kwa MOTTO,Dodoma Region,Dodoma District,Dodoma MC,Kikuyu Kaskazini,Kikuyu-Kaskazini,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,1/1/70,754819575,,,,171 Dodoma,,
13370,120641-6,MOTTO DIVINE,6.189221,35.739801,MOTTO DIVINE,Dodoma Region,Dodoma District,Dodoma MC,Kikuyu Kaskazini,Kikuyu-Kaskazini,Dispensary,Operating,For Profit Private Christopher Charles Motto,11/17/21,0754 819 575,,,,P.O.BOX 1249,christophercharlesmotto@gmail.com,
6833,111026-1,MOTTO'S,-6.165698,35.786764,Kwa Motto,Dodoma Region,Dodoma District,Dodoma MC,Dodoma Makulu,Dodoma Makulu,Dispensary,Operating,For Profit Private DR. SAULJ. MOTTO,9/4/13,754014359,,,,BOX 171 Dodoma,mottosaul@yahoo.com,
7217,105394-1,MPUNGUZI,-6.372787,35.74649,,Dodoma Region,Dodoma District,Dodoma MC,Mpunguzi,Mpunguzi,Dispensary,Operating,LGA Public Dodoma MC,,,,,,,,
7329,105416-2,MSALATO JWTZ,-6.10587,35.7443,,Dodoma Region,Dodoma District,Dodoma MC,Msalato,Msalato,Dispensary,Operating,Parastatal Public Dodoma MC,,,,,,,,
7331,105417-0,MSALATO MAGEREZA,-6.04878,35.75229,Msalato Magereza Dispensary,Dodoma Region,Dodoma District,Dodoma MC,,,Dispensary,Operating,Parastatal Public,,,,,,1634,,
8276,105598-7,MTUMBA,-6.13521,35.9416,Mtumba,Dodoma Region,Dodoma District,Dodoma MC,Mtumba,Mtumba,Dispensary,Operating,LGA Public,11/9/89,,,,,1249,,
8384,114220-7,MUDDY,,,,Dodoma Region,Dodoma District,Dodoma MC,Chang'ombe,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,716974263,,,,,,
8486,112783-6,MUHANDO,-6.18954,35.77816,Muhando,Dodoma Region,Dodoma District,Dodoma MC,Dodoma Makulu,Dodoma Makulu,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,1/1/70,686922720,,,,2807,,
9590,115297-4,MWANGAZA,,,,Dodoma Region,Dodoma District,Dodoma MC,Viwandani,Tofiki,PolyClinic,Operating,For Profit Private MWANGAZA HEALTHCARE CO LTD,4/20/21,,,,,,,
9799,106091-2,NALA,-6.08333,35.6167,,Dodoma Region,Dodoma District,Dodoma MC,Nala,Nala,Dispensary,Operating,LGA Public Dodoma MC,,,,,,,,
15668,121336-2,NAMELOCK,,,NAMELOCK,Dodoma Region,Dodoma District,Dodoma MC,Kiwanja cha Ndege,Osterbay,Dispensary,Operating,For Profit Private LOTI WILLIAM LEMBRICE,6/15/22,782161000,,,,P.O BOX 1308 DODOMA,namelockdispensary@gmail.com,
9986,114224-9,NDAJILO,,,,Dodoma Region,Dodoma District,Dodoma MC,Chamwino,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,652125217,,,,,,
14979,121337-0,NESTA,,,NESTA,Dodoma Region,Dodoma District,Dodoma MC,Mkonze,Michese,Dispensary,Operating,Company/Business Name Private EZEKIEL ERNEST BASAYA,6/16/22,756395339,,,,P.O.BOX 4288 DODOMA,nestadispensary@gmail.com,
10093,111027-9,NESUDA,-6.153392,35.811355,Nesuda,Dodoma Region,Dodoma District,Dodoma MC,Nzuguni,Nzuguni,PolyClinic,Operating,For Profit Private Baobab Community Foundation,6/14/15,,,,,,,
10198,106380-9,NGHONGHONHA,-6.24378,35.82804,Nghonghonha,Dodoma Region,Dodoma District,Dodoma MC,Ng'hong'honha,Ng'hong'honha,Dispensary,Operating,LGA Public,1/1/70,,,,,1249,,
